Year,Party_Type,State_Name,Expanded.Party.Name,Poll_No,Assembly_No,ID,Election_Type,ECI_Abb,Party_type_TCPD
1969,National,West_Bengal,BHARATIYA JANA SANGH,0,5,4152,AE,BJS,
1970,National,Kerala,BHARATIYA JANA SANGH,0,5,4152,AE,BJS,
1971,National,Tamil_Nadu,BHARATIYA JANA SANGH,0,1,4152,AE,BJS,
1971,National,West_Bengal,BHARATIYA JANA SANGH,0,6,4152,AE,BJS,
1971,National Parties,Andhra_Pradesh,BHARATIYA JANA SANGH,0,5,4152,GE,BJS,National Party
1971,National Parties,Assam,BHARATIYA JANA SANGH,0,5,4152,GE,BJS,National Party
1971,National Parties,Bihar,BHARATIYA JANA SANGH,0,5,4152,GE,BJS,National Party
1971,National Parties,Chandigarh,BHARATIYA JANA SANGH,0,5,4152,GE,BJS,National Party
1971,National Parties,Delhi,BHARATIYA JANA SANGH,0,5,4152,GE,BJS,National Party
1971,National Parties,Gujarat,BHARATIYA JANA SANGH,0,5,4152,GE,BJS,National Party
1971,National Parties,Haryana,BHARATIYA JANA SANGH,0,5,4152,GE,BJS,National Party
1971,National Parties,Himachal_Pradesh,BHARATIYA JANA SANGH,0,5,4152,GE,BJS,National Party
1971,National Parties,Jammu_&_Kashmir,BHARATIYA JANA SANGH,0,5,4152,GE,BJS,National Party
1971,National Parties,Kerala,BHARATIYA JANA SANGH,0,5,4152,GE,BJS,National Party
1971,National Parties,Madhya_Pradesh,BHARATIYA JANA SANGH,0,5,4152,GE,BJS,National Party
1971,National Parties,Maharashtra,BHARATIYA JANA SANGH,0,5,4152,GE,BJS,National Party
1971,National Parties,Mysore,BHARATIYA JANA SANGH,0,5,4152,GE,BJS,National Party
1971,National Parties,Odisha,BHARATIYA JANA SANGH,0,5,4152,GE,BJS,National Party
1971,National Parties,Punjab,BHARATIYA JANA SANGH,0,5,4152,GE,BJS,National Party
1971,National Parties,Rajasthan,BHARATIYA JANA SANGH,0,5,4152,GE,BJS,National Party
1971,National Parties,Tamil_Nadu,BHARATIYA JANA SANGH,0,5,4152,GE,BJS,National Party
1971,National Parties,Tripura,BHARATIYA JANA SANGH,0,5,4152,GE,BJS,National Party
1971,National Parties,Uttar_Pradesh,BHARATIYA JANA SANGH,0,5,4152,GE,BJS,National Party
1971,State Parties,West_Bengal,BHARATIYA JANA SANGH,0,5,4152,GE,BJS,National Party
1972,National,Delhi,Bharatiya Jana Sangh,0,2,4152,AE,BJS,
1972,National,Manipur,BHARATIYA JANA SANGH,0,2,4152,AE,BJS,
1972,National,Tripura,BHARATIYA JANA SANGH,0,2,4152,AE,BJS,
1972,National,Haryana,Bharatiya Jana Sangh,0,3,4152,AE,BJS,
1972,National,Himachal_Pradesh,BHARATIYA JANA SANGH,0,3,4152,AE,BJS,
1972,National,Jammu_&_Kashmir,BHARATIYA JANA SANGH,0,3,4152,AE,BJS,
1972,National,Maharashtra,BHARATIYA JANA SANGH,0,3,4152,AE,BJS,
1972,National,Andhra_Pradesh,Bharatiya Jana Sangh,0,5,4152,AE,BJS,
1972,National,Assam,Bharatiya Jana Sangh,0,5,4152,AE,BJS,
1972,National,Madhya_Pradesh,BHARATIYA JANA SANGH,0,5,4152,AE,BJS,
1972,National,Rajasthan,BHARATIYA JANA SANGH,0,5,4152,AE,BJS,
1972,National,Punjab,BHARATIYA JANA SANGH,0,6,4152,AE,BJS,
1972,National,West_Bengal,BHARATIYA JANA SANGH,0,7,4152,AE,BJS,
1972,,Punjab,BHARATIYA JANA SANGH,0,5,4152,GE,BJS,National Party
1972,,West_Bengal,BHARATIYA JANA SANGH,0,5,4152,GE,BJS,National Party
1974,National,Uttar_Pradesh,BHARATIYA JANA SANGH,0,6,4152,AE,BJS,
2017,Registered (Unrecognised),Himachal_Pradesh,BHARATIYA JANA SANGH,0,13,4152,AE,BMUP,
1980,National,Tamil_Nadu,BHARATIYA JANATA PARTY,0,3,1605,AE,BJP,
1980,National,Gujarat,Bharatiya Janata Party,0,5,1605,AE,BJP,
1980,National,Maharashtra,BHARATIYA JANATA PARTY,0,5,1605,AE,BJP,
1980,National,Madhya_Pradesh,BHARATIYA JANATA PARTY,0,7,1605,AE,BJP,
1980,National,Rajasthan,BHARATIYA JANATA PARTY,0,7,1605,AE,BJP,
1980,National,Bihar,Bharatiya Janata Party,0,8,1605,AE,BJP,
1980,National,Odisha,Bharatiya Janata Party,0,8,1605,AE,BJP,
1980,National,Punjab,BHARATIYA JANATA PARTY,0,8,1605,AE,BJP,
1980,National,Uttar_Pradesh,BHARATIYA JANATA PARTY,0,8,1605,AE,BJP,
1981,,Madhya_Pradesh,Bharatiya Janata Party,1,7,1605,GE,BJP,National Party
1981,,Maharashtra,Bharatiya Janata Party,1,7,1605,GE,BJP,National Party
1981,,Uttar_Pradesh,Bharatiya Janata Party,1,7,1605,GE,BJP,National Party
1982,,Bihar,Bharatiya Janata Party,1,7,1605,GE,BJP,National Party
1982,,Madhya_Pradesh,Bharatiya Janata Party,1,7,1605,GE,BJP,National Party
1982,,Maharashtra,Bharatiya Janata Party,1,7,1605,GE,BJP,National Party
1982,,Rajasthan,Bharatiya Janata Party,1,7,1605,GE,BJP,National Party
1984,National,Goa_Daman_&_Diu,Bharatiya Janata Party,0,5,1605,AE,BJP,
1985,National,Gujarat,Bharatiya Janata Party,0,6,1605,AE,BJP,
1985,National,Bihar,Bharatiya Janata Party,0,9,1605,AE,BJP,
1985,National,Odisha,Bharatiya Janata Party,0,9,1605,AE,BJP,
1985,National,Punjab,BHARATIYA JANATA PARTY,0,9,1605,AE,BJP,
1985,,Bihar,Bharatiya Janata Party,1,8,1605,GE,BJP,National Party
1985,,Delhi,Bharatiya Janata Party,1,8,1605,GE,BJP,National Party
1987,National,West_Bengal,BHARATIYA JANATA PARTY,0,10,1605,AE,BJP,
1987,National,Haryana,Bharatiya Janata Party,0,6,1605,AE,BJP,
1987,National,Jammu_&_Kashmir,BHARATIYA JANATA PARTY,0,6,1605,AE,BJP,
1987,National,Nagaland,Bharatiya Janata Party,0,6,1605,AE,BJP,
1987,National,Kerala,BHARATIYA JANATA PARTY,0,9,1605,AE,BJP,
1987,,Andhra_Pradesh,Bharatiya Janata Party,1,8,1605,GE,BJP,National Party
1987,,Uttar_Pradesh,Bharatiya Janata Party,1,8,1605,GE,BJP,National Party
1988,,Rajasthan,Bharatiya Janata Party,1,8,1605,GE,BJP,National Party
1989,National Parties,Andhra_Pradesh,BHARATIYA JANATA PARTY,0,9,1605,GE,BJP,National Party
1989,National Parties,Bihar,BHARATIYA JANATA PARTY,0,9,1605,GE,BJP,National Party
1989,National Parties,Chandigarh,BHARATIYA JANATA PARTY,0,9,1605,GE,BJP,National Party
1989,National Parties,Delhi,BHARATIYA JANATA PARTY,0,9,1605,GE,BJP,National Party
1989,National Parties,Goa,BHARATIYA JANATA PARTY,0,9,1605,GE,BJP,National Party
1989,National Parties,Gujarat,BHARATIYA JANATA PARTY,0,9,1605,GE,BJP,National Party
1989,National Parties,Haryana,BHARATIYA JANATA PARTY,0,9,1605,GE,BJP,National Party
1989,National Parties,Himachal_Pradesh,BHARATIYA JANATA PARTY,0,9,1605,GE,BJP,National Party
1989,National Parties,Jammu_&_Kashmir,BHARATIYA JANATA PARTY,0,9,1605,GE,BJP,National Party
1989,National Parties,Karnataka,BHARATIYA JANATA PARTY,0,9,1605,GE,BJP,National Party
1989,National Parties,Kerala,BHARATIYA JANATA PARTY,0,9,1605,GE,BJP,National Party
1989,National Parties,Madhya_Pradesh,BHARATIYA JANATA PARTY,0,9,1605,GE,BJP,National Party
1989,National Parties,Maharashtra,BHARATIYA JANATA PARTY,0,9,1605,GE,BJP,National Party
1989,National Parties,Manipur,BHARATIYA JANATA PARTY,0,9,1605,GE,BJP,National Party
1989,National Parties,Odisha,BHARATIYA JANATA PARTY,0,9,1605,GE,BJP,National Party
1989,National Parties,Punjab,BHARATIYA JANATA PARTY,0,9,1605,GE,BJP,National Party
1989,National Parties,Rajasthan,BHARATIYA JANATA PARTY,0,9,1605,GE,BJP,National Party
1989,National Parties,Tamil_Nadu,BHARATIYA JANATA PARTY,0,9,1605,GE,BJP,National Party
1989,National Parties,Tripura,BHARATIYA JANATA PARTY,0,9,1605,GE,BJP,National Party
1989,National Parties,Uttar_Pradesh,BHARATIYA JANATA PARTY,0,9,1605,GE,BJP,National Party
1989,National Parties,West_Bengal,BHARATIYA JANATA PARTY,0,9,1605,GE,BJP,National Party
1990,National,Bihar,Bharatiya Janata Party,0,10,1605,AE,BJP,
1990,National,Odisha,Bharatiya Janata Party,0,10,1605,AE,BJP,
1990,National,Gujarat,Bharatiya Janata Party,0,7,1605,AE,BJP,
1991,National Parties,Andaman_&_Nicobar_Islands,Bharatiya Janata Party,0,10,1605,GE,BJP,National Party
1991,National Parties,Andhra_Pradesh,Bharatiya Janata Party,0,10,1605,GE,BJP,National Party
1991,National Parties,Arunachal_Pradesh,Bharatiya Janata Party,0,10,1605,GE,BJP,National Party
1991,National Parties,Assam,Bharatiya Janata Party,0,10,1605,GE,BJP,National Party
1991,National Parties,Bihar,Bharatiya Janata Party,0,10,1605,GE,BJP,National Party
1991,National Parties,Chandigarh,Bharatiya Janata Party,0,10,1605,GE,BJP,National Party
1991,National Parties,Dadra_&_Nagar_Haveli,Bharatiya Janata Party,0,10,1605,GE,BJP,National Party
1991,National Parties,Daman_&_Diu,Bharatiya Janata Party,0,10,1605,GE,BJP,National Party
1991,National Parties,Delhi,Bharatiya Janata Party,0,10,1605,GE,BJP,National Party
1991,National Parties,Goa,Bharatiya Janata Party,0,10,1605,GE,BJP,National Party
1991,National Parties,Gujarat,Bharatiya Janata Party,0,10,1605,GE,BJP,National Party
1991,National Parties,Haryana,Bharatiya Janata Party,0,10,1605,GE,BJP,National Party
1991,National Parties,Himachal_Pradesh,Bharatiya Janata Party,0,10,1605,GE,BJP,National Party
1991,National Parties,Karnataka,Bharatiya Janata Party,0,10,1605,GE,BJP,National Party
1991,National Parties,Kerala,Bharatiya Janata Party,0,10,1605,GE,BJP,National Party
1991,National Parties,Madhya_Pradesh,Bharatiya Janata Party,0,10,1605,GE,BJP,National Party
1991,National Parties,Maharashtra,Bharatiya Janata Party,0,10,1605,GE,BJP,National Party
1991,National Parties,Manipur,Bharatiya Janata Party,0,10,1605,GE,BJP,National Party
1991,National Parties,Meghalaya,Bharatiya Janata Party,0,10,1605,GE,BJP,National Party
1991,National Parties,Nagaland,Bharatiya Janata Party,0,10,1605,GE,BJP,National Party
1991,National Parties,Odisha,Bharatiya Janata Party,0,10,1605,GE,BJP,National Party
1991,National Parties,Puducherry,Bharatiya Janata Party,0,10,1605,GE,BJP,National Party
1991,National Parties,Rajasthan,Bharatiya Janata Party,0,10,1605,GE,BJP,National Party
1991,National Parties,Tamil_Nadu,Bharatiya Janata Party,0,10,1605,GE,BJP,National Party
1991,National Parties,Tripura,Bharatiya Janata Party,0,10,1605,GE,BJP,National Party
1991,National Parties,Uttar_Pradesh,Bharatiya Janata Party,0,10,1605,GE,BJP,National Party
1991,National Parties,West_Bengal,Bharatiya Janata Party,0,10,1605,GE,BJP,National Party
1991,,Andhra_Pradesh,Bharatiya Janata Party,1,10,1605,GE,BJP,National Party
1991,,Madhya_Pradesh,Bharatiya Janata Party,1,10,1605,GE,BJP,National Party
1991,,Maharashtra,Bharatiya Janata Party,1,10,1605,GE,BJP,National Party
1991,,Uttar_Pradesh,Bharatiya Janata Party,1,10,1605,GE,BJP,National Party
1992,National,Punjab,BHARATIYA JANATA PARTY,0,10,1605,AE,BJP,
1992,National Parties,Punjab,Bharatiya Janata Party,0,10,1605,GE,BJP,National Party
1992,,Bihar,Bharatiya Janata Party,0,10,1605,GE,BJP,National Party
1992,,West_Bengal,Bharatiya Janata Party,0,10,1605,GE,BJP,National Party
1992,,Bihar,Bharatiya Janata Party,1,10,1605,GE,BJP,National Party
1992,,Delhi,Bharatiya Janata Party,1,10,1605,GE,BJP,National Party
1993,national,Mizoram,Bharatiya Janata Party,0,7,1605,AE,BJP,
1993,National,Nagaland,Bharatiya Janata Party,0,8,1605,AE,BJP,
1993,,Bihar,Bharatiya Janata Party,1,10,1605,GE,BJP,National Party
1993,,Kerala,Bharatiya Janata Party,1,10,1605,GE,BJP,National Party
1993,,Punjab,Bharatiya Janata Party,1,10,1605,GE,BJP,National Party
1994,National,Andhra_Pradesh,Bharatiya Janata Party,0,10,1605,AE,BJP,
1994,National,Goa,Bharatiya Janata Party,0,2,1605,AE,BJP,
1994,National,Sikkim,Bharatiya Janata Party,0,4,1605,AE,BJP,
1994,National,Karnataka,Bharatiya Janata Party,0,5,1605,AE,BJP,
1994,,Madhya_Pradesh,Bharatiya Janata Party,1,10,1605,GE,BJP,National Party
1995,National,Bihar,Bharatiya Janata Party,0,11,1605,AE,BJP,
1995,National,Odisha,Bharatiya Janata Party,0,11,1605,AE,BJP,
1995,National,Manipur,BHARATIYA JANATA PARTY,0,7,1605,AE,BJP,
1995,National,Gujarat,Bharatiya Janata Party,0,8,1605,AE,BJP,
1995,National,Maharashtra,BHARATIYA JANATA PARTY,0,8,1605,AE,BJP,
1996,National Parties,Andaman_&_Nicobar_Islands,BHARATIYA JANATA PARTY,0,11,1605,GE,BJP,National Party
1996,National Parties,Andhra_Pradesh,BHARATIYA JANATA PARTY,0,11,1605,GE,BJP,National Party
1996,National Parties,Arunachal_Pradesh,BHARATIYA JANATA PARTY,0,11,1605,GE,BJP,National Party
1996,National Parties,Assam,BHARATIYA JANATA PARTY,0,11,1605,GE,BJP,National Party
1996,National Parties,Bihar,BHARATIYA JANATA PARTY,0,11,1605,GE,BJP,National Party
1996,National Parties,Chandigarh,BHARATIYA JANATA PARTY,0,11,1605,GE,BJP,National Party
1996,National Parties,Dadra_&_Nagar_Haveli,BHARATIYA JANATA PARTY,0,11,1605,GE,BJP,National Party
1996,National Parties,Daman_&_Diu,BHARATIYA JANATA PARTY,0,11,1605,GE,BJP,National Party
1996,National Parties,Delhi,BHARATIYA JANATA PARTY,0,11,1605,GE,BJP,National Party
1996,National Parties,Goa,BHARATIYA JANATA PARTY,0,11,1605,GE,BJP,National Party
1996,National Parties,Gujarat,BHARATIYA JANATA PARTY,0,11,1605,GE,BJP,National Party
1996,National Parties,Haryana,BHARATIYA JANATA PARTY,0,11,1605,GE,BJP,National Party
1996,National Parties,Himachal_Pradesh,BHARATIYA JANATA PARTY,0,11,1605,GE,BJP,National Party
1996,National Parties,Jammu_&_Kashmir,BHARATIYA JANATA PARTY,0,11,1605,GE,BJP,National Party
1996,National Parties,Karnataka,BHARATIYA JANATA PARTY,0,11,1605,GE,BJP,National Party
1996,National Parties,Kerala,BHARATIYA JANATA PARTY,0,11,1605,GE,BJP,National Party
1996,National Parties,Madhya_Pradesh,BHARATIYA JANATA PARTY,0,11,1605,GE,BJP,National Party
1996,National Parties,Maharashtra,BHARATIYA JANATA PARTY,0,11,1605,GE,BJP,National Party
1996,National Parties,Manipur,BHARATIYA JANATA PARTY,0,11,1605,GE,BJP,National Party
1996,National Parties,Meghalaya,BHARATIYA JANATA PARTY,0,11,1605,GE,BJP,National Party
1996,National Parties,Odisha,BHARATIYA JANATA PARTY,0,11,1605,GE,BJP,National Party
1996,National Parties,Puducherry,BHARATIYA JANATA PARTY,0,11,1605,GE,BJP,National Party
1996,National Parties,Punjab,BHARATIYA JANATA PARTY,0,11,1605,GE,BJP,National Party
1996,National Parties,Rajasthan,BHARATIYA JANATA PARTY,0,11,1605,GE,BJP,National Party
1996,National Parties,Tamil_Nadu,BHARATIYA JANATA PARTY,0,11,1605,GE,BJP,National Party
1996,National Parties,Tripura,BHARATIYA JANATA PARTY,0,11,1605,GE,BJP,National Party
1996,National Parties,Uttar_Pradesh,BHARATIYA JANATA PARTY,0,11,1605,GE,BJP,National Party
1996,National Parties,West_Bengal,BHARATIYA JANATA PARTY,0,11,1605,GE,BJP,National Party
1996,,Gujarat,Bharatiya Janata Party,1,11,1605,GE,BJP,National Party
1996,,Odisha,Bharatiya Janata Party,1,11,1605,GE,BJP,National Party
1997,National,Punjab,BHARATIYA JANATA PARTY,0,11,1605,AE,BJP,
1997,,Delhi,Bharatiya Janata Party,1,11,1605,GE,BJP,National Party
1997,,Madhya_Pradesh,Bharatiya Janata Party,1,11,1605,GE,BJP,National Party
1997,,Rajasthan,Bharatiya Janata Party,1,11,1605,GE,BJP,National Party
1997,,Uttar_Pradesh,Bharatiya Janata Party,1,11,1605,GE,BJP,National Party
1998,National,Madhya_Pradesh,Bharatiya Janata Party,0,11,1605,AE,BJP,
1998,National,Rajasthan,Bharatiya Janata Party,0,11,1605,AE,BJP,
1998,National Parties,Andaman_&_Nicobar_Islands,BHARATIYA JANATA PARTY,0,12,1605,GE,BJP,National Party
1998,National Parties,Andhra_Pradesh,BHARATIYA JANATA PARTY,0,12,1605,GE,BJP,National Party
1998,National Parties,Arunachal_Pradesh,BHARATIYA JANATA PARTY,0,12,1605,GE,BJP,National Party
1998,National Parties,Assam,BHARATIYA JANATA PARTY,0,12,1605,GE,BJP,National Party
1998,National Parties,Bihar,BHARATIYA JANATA PARTY,0,12,1605,GE,BJP,National Party
1998,National Parties,Chandigarh,BHARATIYA JANATA PARTY,0,12,1605,GE,BJP,National Party
1998,National Parties,Dadra_&_Nagar_Haveli,BHARATIYA JANATA PARTY,0,12,1605,GE,BJP,National Party
1998,National Parties,Daman_&_Diu,BHARATIYA JANATA PARTY,0,12,1605,GE,BJP,National Party
1998,National Parties,Delhi,BHARATIYA JANATA PARTY,0,12,1605,GE,BJP,National Party
1998,National Parties,Goa,BHARATIYA JANATA PARTY,0,12,1605,GE,BJP,National Party
1998,National Parties,Gujarat,BHARATIYA JANATA PARTY,0,12,1605,GE,BJP,National Party
1998,National Parties,Haryana,BHARATIYA JANATA PARTY,0,12,1605,GE,BJP,National Party
1998,National Parties,Himachal_Pradesh,BHARATIYA JANATA PARTY,0,12,1605,GE,BJP,National Party
1998,National Parties,Jammu_&_Kashmir,BHARATIYA JANATA PARTY,0,12,1605,GE,BJP,National Party
1998,National Parties,Karnataka,BHARATIYA JANATA PARTY,0,12,1605,GE,BJP,National Party
1998,National Parties,Kerala,BHARATIYA JANATA PARTY,0,12,1605,GE,BJP,National Party
1998,National Parties,Madhya_Pradesh,BHARATIYA JANATA PARTY,0,12,1605,GE,BJP,National Party
1998,National Parties,Maharashtra,BHARATIYA JANATA PARTY,0,12,1605,GE,BJP,National Party
1998,National Parties,Manipur,BHARATIYA JANATA PARTY,0,12,1605,GE,BJP,National Party
1998,National Parties,Meghalaya,BHARATIYA JANATA PARTY,0,12,1605,GE,BJP,National Party
1998,National Parties,Mizoram,BHARATIYA JANATA PARTY,0,12,1605,GE,BJP,National Party
1998,National Parties,Odisha,BHARATIYA JANATA PARTY,0,12,1605,GE,BJP,National Party
1998,National Parties,Punjab,BHARATIYA JANATA PARTY,0,12,1605,GE,BJP,National Party
1998,National Parties,Rajasthan,BHARATIYA JANATA PARTY,0,12,1605,GE,BJP,National Party
1998,National Parties,Tamil_Nadu,BHARATIYA JANATA PARTY,0,12,1605,GE,BJP,National Party
1998,National Parties,Tripura,BHARATIYA JANATA PARTY,0,12,1605,GE,BJP,National Party
1998,National Parties,Uttar_Pradesh,BHARATIYA JANATA PARTY,0,12,1605,GE,BJP,National Party
1998,National Parties,West_Bengal,BHARATIYA JANATA PARTY,0,12,1605,GE,BJP,National Party
1998,National,Tripura,Bharatiya Janata Party,0,7,1605,AE,BJP,
1998,national,Mizoram,Bharatiya Janata Party,0,8,1605,AE,BJP,
1998,National,Gujarat,Bharatiya Janata Party,0,9,1605,AE,BJP,
1998,National,Himachal_Pradesh,Bharatiya Janata Party,0,9,1605,AE,BJP,
1998,,Gujarat,Bharatiya Janata Party,1,12,1605,GE,BJP,National Party
1999,National,Andhra_Pradesh,Bharatiya Janata Party,0,11,1605,AE,BJP,
1999,National Parties,Andaman_&_Nicobar_Islands,Bharatiya Janata Party,0,13,1605,GE,BJP,National Party
1999,National Parties,Andhra_Pradesh,Bharatiya Janata Party,0,13,1605,GE,BJP,National Party
1999,National Parties,Arunachal_Pradesh,Bharatiya Janata Party,0,13,1605,GE,BJP,National Party
1999,National Parties,Assam,Bharatiya Janata Party,0,13,1605,GE,BJP,National Party
1999,National Parties,Bihar,Bharatiya Janata Party,0,13,1605,GE,BJP,National Party
1999,National Parties,Chandigarh,Bharatiya Janata Party,0,13,1605,GE,BJP,National Party
1999,National Parties,Dadra_&_Nagar_Haveli,Bharatiya Janata Party,0,13,1605,GE,BJP,National Party
1999,National Parties,Daman_&_Diu,Bharatiya Janata Party,0,13,1605,GE,BJP,National Party
1999,National Parties,Delhi,Bharatiya Janata Party,0,13,1605,GE,BJP,National Party
1999,National Parties,Goa,Bharatiya Janata Party,0,13,1605,GE,BJP,National Party
1999,National Parties,Gujarat,Bharatiya Janata Party,0,13,1605,GE,BJP,National Party
1999,National Parties,Haryana,Bharatiya Janata Party,0,13,1605,GE,BJP,National Party
1999,National Parties,Himachal_Pradesh,Bharatiya Janata Party,0,13,1605,GE,BJP,National Party
1999,National Parties,Jammu_&_Kashmir,Bharatiya Janata Party,0,13,1605,GE,BJP,National Party
1999,National Parties,Karnataka,Bharatiya Janata Party,0,13,1605,GE,BJP,National Party
1999,National Parties,Kerala,Bharatiya Janata Party,0,13,1605,GE,BJP,National Party
1999,National Parties,Madhya_Pradesh,Bharatiya Janata Party,0,13,1605,GE,BJP,National Party
1999,National Parties,Maharashtra,Bharatiya Janata Party,0,13,1605,GE,BJP,National Party
1999,National Parties,Manipur,Bharatiya Janata Party,0,13,1605,GE,BJP,National Party
1999,National Parties,Meghalaya,Bharatiya Janata Party,0,13,1605,GE,BJP,National Party
1999,National Parties,Nagaland,Bharatiya Janata Party,0,13,1605,GE,BJP,National Party
1999,National Parties,Odisha,Bharatiya Janata Party,0,13,1605,GE,BJP,National Party
1999,National Parties,Punjab,Bharatiya Janata Party,0,13,1605,GE,BJP,National Party
1999,National Parties,Rajasthan,Bharatiya Janata Party,0,13,1605,GE,BJP,National Party
1999,National Parties,Tamil_Nadu,Bharatiya Janata Party,0,13,1605,GE,BJP,National Party
1999,National Parties,Tripura,Bharatiya Janata Party,0,13,1605,GE,BJP,National Party
1999,National Parties,Uttar_Pradesh,Bharatiya Janata Party,0,13,1605,GE,BJP,National Party
1999,National Parties,West_Bengal,Bharatiya Janata Party,0,13,1605,GE,BJP,National Party
1999,National,Goa,Bharatiya Janata Party,0,3,1605,AE,BJP,
1999,National,Karnataka,Bharatiya Janata Party,0,6,1605,AE,BJP,
1999,National,Maharashtra,Bharatiya Janata Party,0,9,1605,AE,BJP,
2000,National,Bihar,Bharatiya Janata Party,0,12,1605,AE,BJP,
2000,National,Odisha,Bharatiya Janata Party,0,12,1605,AE,BJP,
2000,National,Manipur,Bharatiya Janata Party,0,8,1605,AE,BJP,
2000,National,Haryana,Bharatiya Janata Party,0,9,1605,AE,BJP,
2000,,Karnataka,Bharatiya Janata Party,1,13,1605,GE,BJP,National Party
2000,,Rajasthan,Bharatiya Janata Party,1,13,1605,GE,BJP,National Party
2001,National,Puducherry,Bharatiya Janata Party,0,10,1605,AE,BJP,
2001,National,Assam,Bharatiya Janata Party,0,11,1605,AE,BJP,
2001,National,Kerala,Bharatiya Janata Party,0,12,1605,AE,BJP,
2001,National,West_Bengal,Bharatiya Janata Party,0,13,1605,AE,BJP,
2001,National,Tamil_Nadu,Bharatiya Janata Party,0,8,1605,AE,BJP,
2001,,Gujarat,Bharatiya Janata Party,1,13,1605,GE,BJP,National Party
2001,,Rajasthan,Bharatiya Janata Party,1,13,1605,GE,BJP,National Party
2001,,Tamil_Nadu,Bharatiya Janata Party,1,13,1605,GE,BJP,National Party
2001,,Uttar_Pradesh,Bharatiya Janata Party,1,13,1605,GE,BJP,National Party
2001,,West_Bengal,Bharatiya Janata Party,1,13,1605,GE,BJP,National Party
2002,National,Gujarat,Bharatiya Janata Party,0,10,1605,AE,BJP,
2002,National,Punjab,Bharatiya Janata Party,0,12,1605,AE,BJP,
2002,National,Uttar_Pradesh,Bharatiya Janata Party,0,14,1605,AE,BJP,
2002,National,Uttarakhand,Bharatiya Janata Party,0,1,1605,AE,BJP,
2002,National,Goa,Bharatiya Janata Party,0,4,1605,AE,BJP,
2002,National,Jammu_&_Kashmir,Bharatiya Janata Party,0,8,1605,AE,BJP,
2002,National,Manipur,Bharatiya Janata Party,0,9,1605,AE,BJP,
2002,,Jharkhand,Bharatiya Janata Party,1,13,1605,GE,BJP,National Party
2002,,Uttarakhand,Bharatiya Janata Party,1,13,1605,GE,BJP,National Party
2002,,Assam,Bharatiya Janata Party,1,13,1605,GE,BJP,National Party
2002,,Gujarat,Bharatiya Janata Party,1,13,1605,GE,BJP,National Party
2002,,Jammu_&_Kashmir,Bharatiya Janata Party,1,13,1605,GE,BJP,National Party
2002,,Karnataka,Bharatiya Janata Party,1,13,1605,GE,BJP,National Party
2002,,Madhya_Pradesh,Bharatiya Janata Party,1,13,1605,GE,BJP,National Party
2002,,Uttar_Pradesh,Bharatiya Janata Party,1,13,1605,GE,BJP,National Party
2003,National,Himachal_Pradesh,Bharatiya Janata Party,0,10,1605,AE,BJP,
2003,National,Nagaland,Bharatiya Janata Party,0,10,1605,AE,BJP,
2003,National,Madhya_Pradesh,Bharatiya Janata Party,0,12,1605,AE,BJP,
2003,National,Rajasthan,Bharatiya Janata Party,0,12,1605,AE,BJP,
2003,National,Tripura,Bharatiya Janata Party,0,8,1605,AE,BJP,
2003,national,Mizoram,Bharatiya Janata Party,0,9,1605,AE,BJP,
2003,,Maharashtra,Bharatiya Janata Party,1,13,1605,GE,BJP,National Party
2004,National,Maharashtra,Bharatiya Janata Party,0,10,1605,AE,BJP,
2004,National,Andhra_Pradesh,Bharatiya Janata Party,0,12,1605,AE,BJP,
2004,National,Odisha,Bharatiya Janata Party,0,13,1605,AE,BJP,
2004,National Parties,Andaman_&_Nicobar_Islands,Bharatiya Janata Party,0,14,1605,GE,BJP,National Party
2004,National Parties,Andhra_Pradesh,Bharatiya Janata Party,0,14,1605,GE,BJP,National Party
2004,National Parties,Arunachal_Pradesh,Bharatiya Janata Party,0,14,1605,GE,BJP,National Party
2004,National Parties,Assam,Bharatiya Janata Party,0,14,1605,GE,BJP,National Party
2004,National Parties,Bihar,Bharatiya Janata Party,0,14,1605,GE,BJP,National Party
2004,National Parties,Chandigarh,Bharatiya Janata Party,0,14,1605,GE,BJP,National Party
2004,National Parties,Chhattisgarh,Bharatiya Janata Party,0,14,1605,GE,BJP,National Party
2004,National Parties,Dadra_&_Nagar_Haveli,Bharatiya Janata Party,0,14,1605,GE,BJP,National Party
2004,National Parties,Daman_&_Diu,Bharatiya Janata Party,0,14,1605,GE,BJP,National Party
2004,National Parties,Delhi,Bharatiya Janata Party,0,14,1605,GE,BJP,National Party
2004,National Parties,Goa,Bharatiya Janata Party,0,14,1605,GE,BJP,National Party
2004,National Parties,Gujarat,Bharatiya Janata Party,0,14,1605,GE,BJP,National Party
2004,National Parties,Haryana,Bharatiya Janata Party,0,14,1605,GE,BJP,National Party
2004,National Parties,Himachal_Pradesh,Bharatiya Janata Party,0,14,1605,GE,BJP,National Party
2004,National Parties,Jammu_&_Kashmir,Bharatiya Janata Party,0,14,1605,GE,BJP,National Party
2004,National Parties,Jharkhand,Bharatiya Janata Party,0,14,1605,GE,BJP,National Party
2004,National Parties,Karnataka,Bharatiya Janata Party,0,14,1605,GE,BJP,National Party
2004,National Parties,Kerala,Bharatiya Janata Party,0,14,1605,GE,BJP,National Party
2004,National Parties,Madhya_Pradesh,Bharatiya Janata Party,0,14,1605,GE,BJP,National Party
